GCA_000251025.1 Salmonella_enterica
GCA_013031485.1 Ruegeria_s__specI_v4_00577
GCA_013033385.1 Ruegeria_s__specI_v4_00578
GCA_003269275.1 Phascolarctobacterium_faecium
GCA_006363895.1 Methylopumilus_universalis
GCA_002091495.1 Pseudomonas_E_[chengduensis,toyotomiensis,alcaliphila,sp902506495]
GCA_000332015.1 Clostridium_B_tyrobutyricum
GCA_000224695.2 Sphingobium_yanoikuyae
GCA_002091755.1 Pseudomonas_nitroreducens
GCA_000169195.2 Weizmannia_coagulans_A
GCA_003387995.1 Staphylococcus_felis
GCA_000708125.1 Aeromonas_jandaei
GCA_903879085.1 Methyloumidiphilus_alinensis
GCA_000162355.2 Fusobacterium_animalis
GCA_000255295.1 Corallococcus_exiguus
GCA_002993965.1 Apilactobacillus_micheneri
GCA_000284035.1 Nocardia_cyriacigeorgica
GCA_903863905.1 KS41_sp903863905
GCA_000363985.1 Pseudoalteromonas_atlantica
GCA_002139935.1 Campylobacter_lanienae
GCA_000260435.1 Lacticaseibacillus_casei
GCA_007672635.1 Corynebacterium_aurimucosum_C
GCA_013300155.1 Blautia_A_faecis
GCA_001436695.1 Lactobacillus_taiwanensis
GCA_001050075.1 Mycobacterium_fortuitum
GCA_013031645.1 Ruegeria_s__specI_v4_00601
GCA_000424025.1 Clostridium_paraputrificum
GCA_000378365.1 Megamonas_funiformis
GCA_000046705.1 Bartonella_henselae
GCA_000179735.1 Veillonella_atypica
GCA_020136115.1 Campylobacter_D_s__specI_v4_00606
GCA_000225975.2 Xanthomonas_sontii
GCA_000283615.1 Tetragenococcus_halophilus
GCA_000821225.2 Pseudomonas_E_rhodesiae
GCA_000292995.1 Porphyromonas_pasteri
GCA_905202185.1 RUG115_sp900066395
GCA_003024715.1 Clostridium_Q_sp003024715
GCA_000517805.1 Providencia_alcalifaciens
GCA_002997955.1 Chlamydia_muridarum
GCA_903874715.1 CAIYLH01_sp903908265
GCA_015912975.1 Streptomyces_clavuligerus
GCA_001436215.1 Ligilactobacillus_agilis
GCA_000179875.1 Leuconostoc_lactis
GCA_000010825.1 Acetobacter_pasteurianus
GCA_000211545.6 Mycoplasmoides_gallisepticum
GCA_000260275.1 Staphylococcus_pettenkoferi
GCA_001729525.1 Brevibacterium_aurantiacum
GCA_000620365.1 Pseudomonas_E_[sp003428805,putida,sp002112505]
GCA_000392595.1 Plesiomonas_shigelloides
GCA_000522485.1 Pseudomonas_E_[corrugata,mediterranea,sp007828215,sp006227205]
GCA_000187855.1 Streptococcus_cristatus
GCA_000422085.1 Serratia_liquefaciens
GCA_900538665.1 Pantoea_brenneri
GCA_007595225.1 Shewanella_xiamenensis
GCA_001281265.1 Apilactobacillus_kunkeei
GCA_000620985.1 Brochothrix_thermosphacta
GCA_000205025.1 Parasutterella_excrementihominis
GCA_000620285.1 Pseudomonas_E_sp001655615
GCA_003269875.1 Lonsdalea_populi
GCA_900473185.1 Rhizobium_alamii
GCA_018619925.1 Thiodiazotropha_endolucinida
GCA_000007705.1 Chromobacterium_violaceum
GCA_000209675.1 Gallibacterium_anatis
GCA_018917625.1 Pantoea_septica
GCA_000220865.1 Neisseria_[mucosa,sicca,sp000227275,sp000952795,sp001815675]
GCA_905192915.1 Agathobaculum_butyriciproducens
GCA_003435125.1 CAG-81_sp900066535
GCA_001404315.1 Coprococcus_eutactus_A
GCA_000473005.1 Bradyrhizobium_elkanii
GCA_000008385.1 Wolbachia_sp000008385
GCA_000154245.1 Coprococcus_sp900066115
GCA_000372665.1 Ralstonia_pickettii_B
GCA_001435295.1 Psychrobacter_[sp000586475,sp003530515,immobilis]
GCA_000211375.1 Lentilactobacillus_buchneri
GCA_002091555.1 Pseudomonas_citronellolis
GCA_001613525.1 Nocardia_[nova,aobensis,cerradoensis,elegans]
GCA_000702165.1 Sharpea_azabuensis
GCA_000284615.1 Marinobacter_hydrocarbonoclasticus
GCA_000334955.1 Wohlfahrtiimonas_chitiniclastica
GCA_004017245.1 Mesorhizobium_sp004791165
GCA_019684375.1 Rhizobium_s__specI_v4_00656
GCA_003837905.1 Campylobacter_D_hepaticus
GCA_000632245.1 Pseudomonas_E_[sivasensis,sp003290225]
GCA_000012905.2 Cereibacter_A_sphaeroides
GCA_003234365.1 Curtobacterium_sp003234365
GCA_009806975.1 Rathayibacter_rathayi
GCA_000258245.1 Thermus_thermophilus
GCA_903934605.1 Synechococcus_D_lacustris_A
GCA_000143585.1 Rothia_dentocariosa
GCA_000154765.2 Phaeobacter_inhibens
GCA_900099065.1 Helicobacter_E_suis
GCA_000016285.1 Allorhizobium_vitis_A
GCA_000176115.1 Streptomyces_papulosus
GCA_000327465.1 Anoxybacillus_flavithermus_G
GCA_000526055.1 Eubacterium_B_sulci
GCA_000156035.2 Faecalimonas_phoceensis
GCA_000022385.1 Saccharolobus_islandicus
GCA_000019725.1 Methylobacterium_organophilum
GCA_000263515.1 Bifidobacterium_sp002884815
GCA_014843885.1 Mesorhizobium_sp004020645
GCA_003688935.1 Corynebacterium_macginleyi
GCA_000718555.1 Micromonospora_[noduli,saelicesensis,parva,ureilytica]
GCA_000070465.1 Bordetella_avium
GCA_003202795.1 Commensalibacter_sp003202795
GCA_000186165.1 Neisseria_sp000186165
GCA_000235705.2 Latilactobacillus_curvatus
GCA_000248015.2 Atlantibacter_hermannii
GCA_001428165.1 Achromobacter_mucicolens
GCA_000959505.1 Burkholderia_dolosa
GCA_903944685.1 F1-60-MAGs163_sp903959665
GCA_001544335.1 Aerococcus_urinae
GCA_018310535.1 Streptomyces_mirabilis
GCA_000011365.1 Bradyrhizobium_diazoefficiens
GCA_000009025.1 Dehalococcoides_mccartyi_B
GCA_900466645.1 Rhizobium_sp000799775
GCA_003350005.1 Psychrobacter_[sp002836505,proteolyticus,sp000586415]
GCA_007679265.1 Streptomyces_[griseofuscus,murinus,sp003259585,incarnatus]
GCA_000007105.1 Zymomonas_mobilis
GCA_000173455.1 Bifidobacterium_[catenulatum,sp002742445,kashiwanohense]
GCA_000509405.1 Tenacibaculum_maritimum
GCA_905205425.1 Gemmiger_qucibialis
GCA_000155495.1 Helicobacter_D_pullorum
GCA_000369105.1 Acinetobacter_pseudolwoffii
GCA_000010165.1 Brevibacillus_brevis
GCA_005281435.1 Pantoea_[endophytica,ludwigii,sp001187905]
GCA_002895165.1 Pseudomonas_E_gingeri_A
GCA_000336575.1 Halomonas_titanicae
GCA_903914315.1 PFJX01_sp903835655
GCA_903826065.1 RAAP-2_sp903871335
GCA_903860425.1 CAIYYX01_sp903832735
GCA_000024565.1 Streptobacillus_moniliformis
GCA_000193245.2 Acetobacter_oryzifermentans
GCA_003025975.1 Photobacterium_kishitanii
GCA_003182535.1 Paenibacillus_[sp900109515,taichungensis,sp900110055,sp000499205]
GCA_016865195.1 Gluconobacter_A_cerinus
GCA_000262085.1 Aerococcus_urinaeequi
GCA_017309975.1 Hyphomonas_sp000682775
GCA_000478745.1 Streptococcus_ruminantium
GCA_000286395.1 Staphylococcus_A_lentus
GCA_004791025.1 Mesorhizobium_sp004791025
GCA_004019825.1 Mesorhizobium_sp004791585
GCA_000022645.2 Burkholderia_glumae
GCA_000143725.1 Brachyspira_pilosicoli
GCA_014844275.1 Francisella_philomiragia
GCA_003021505.1 QS-4-48-99_sp003021505
GCA_000153925.1 Mediterraneibacter_torques
GCA_000187935.2 Streptococcus_parauberis
GCA_905205455.1 UBA7748_sp900314535
GCA_002372835.1 CAG-791_sp900317555
GCA_000182855.2 Lactobacillus_amylovorus
GCA_000330885.1 Rhizobium_sp900469475
GCA_003660085.1 Aliarcobacter_cryaerophilus_A
GCA_000308335.1 Stenotrophomonas_maltophilia
GCA_000186465.1 Streptococcus_[sp001587175,sp004166885,australis]
GCA_002108695.1 Bradyrhizobium_canariense
GCA_000009405.1 Staphylococcus_carnosus
GCA_902761865.1 RUG420_sp900317085
GCA_000296465.1 Barnesiella_intestinihominis
GCA_905207195.1 Holdemanella_sp002299315
GCA_003025755.1 Photobacterium_phosphoreum
GCA_001598855.1 Pluralibacter_gergoviae
GCA_000148565.2 Streptococcus_oralis
GCA_000321105.1 Cellulosimicrobium_funkei
GCA_002435615.1 Clostridium_J_sulfidigenes
GCA_000877295.1 Kosakonia_radicincitans
GCA_000285995.1 Actinomyces_naeslundii
GCA_000580655.1 Acinetobacter_courvalinii
GCA_004021755.1 Mesorhizobium_mediterraneum
GCA_000368625.1 Acinetobacter_schindleri
GCA_000200595.1 Helicobacter_E_felis
GCA_017368705.1 Staphylococcus_nepalensis
GCA_000159695.1 Finegoldia_magna
GCA_000875895.1 Staphylococcus_gallinarum
GCA_006715895.1 Pseudomonas_F_otitidis
GCA_002294385.1 Stenotrophomonas_acidaminiphila_A
GCA_000020305.1 Anaplasma_marginale
GCA_000183325.2 Corynebacterium_bovis
GCA_000008205.1 Mesomycoplasma_hyopneumoniae
GCA_000160575.1 Weissella_paramesenteroides
GCA_903848955.1 Sulfuritalea_sp903848955
GCA_903833145.1 RAAP-2_sp903848885
GCA_000758945.1 Lancefieldella_sp000564995
GCA_000312485.1 Yersinia_massiliensis
GCA_003042555.1 Staphylococcus_haemolyticus_A
GCA_003997005.1 Marinobacter_salarius
GCA_002368135.1 Raphidiopsis_raciborskii
GCA_001006765.1 Staphylococcus_succinus
GCA_000472725.1 Bradyrhizobium_ottawaense
GCA_000160475.1 Fusobacterium_periodonticum
GCA_003726015.1 Adlercreutzia_[celatus,equolifaciens]
GCA_000283495.2 Megasphaera_elsdenii
GCA_000384215.1 Amycolatopsis_[keratiniphila,japonica,lurida,alba,azurea,sp003977855]
GCA_000257845.1 Streptococcus_halitosis
GCA_000347995.1 Serratia_proteamaculans
GCA_000245355.1 Streptomyces_[flaveolus,olivaceoviridis,sp000720135]
GCA_006718285.1 Acidithiobacillus_thiooxidans
GCA_000406045.1 Dickeya_zeae
GCA_000373085.1 Phocaeicola_massiliensis
GCA_001043065.1 Pseudomonas_E_helleri
GCA_003138815.1 RAAP-2_sp003138815
GCA_003155915.1 RAAP-2_sp003155915
GCA_000175275.1 Neisseria_flavescens
GCA_002363965.1 Balneola_sp002364085
GCA_903941055.1 Pseudopelobacter_sp903852495
GCA_903901305.1 Opi-474_sp903830425
GCA_903874005.1 Chlorobium_sp903994525
GCA_000158375.2 Clostridium_tertium
GCA_000452225.2 Paraclostridium_bifermentans
GCA_000017425.1 Bacillus_A_cytotoxicus
GCA_000165835.1 Achromobacter_[aegrifaciens,bronchisepticus,xylosoxidans]
GCA_000013125.1 Anaplasma_phagocytophilum
GCA_001591465.1 Cytobacillus_firmus
GCA_017776345.1 Anaerobutyricum_soehngenii
GCA_000210575.1 Alistipes_shahii
GCA_000160215.1 Staphylococcus_caprae
GCA_014077455.1 Colwellia_A_sp001767295
GCA_000234055.1 Prevotella_histicola
GCA_000309015.1 Acinetobacter_oleivorans
GCA_001557175.1 Blastomonas_delafieldii_A
GCA_000158615.1 Eikenella_corrodens
GCA_000633215.1 Microbacterium_[sp001595495,paraoxydans,sp002456035]
GCA_000011685.1 Gluconobacter_oxydans
GCA_000739835.1 Paraburkholderia_hospita
GCA_000428105.1 Bacteroides_pyogenes
GCA_001975225.1 Kosakonia_cowanii
GCA_000439555.1 Alteromonas_mediterranea
GCA_002238015.1 Pandoraea_apista
GCA_000760735.1 Rhodococcus_B_fascians_E
GCA_012913625.1 Mesorhizobium_japonicum
GCA_003676105.1 Thiodiazotropha_sp003676145
GCA_009870425.1 Streptococcus_halichoeri
GCA_000238335.4 Pseudoalteromonas_marina
GCA_903919365.1 CAITKP01_sp903885085
GCA_903870145.1 Limnohabitans_A_sp903870145
GCA_903883235.1 Rhodoferax_sp903828665
GCA_903833985.1 UBA5195_sp903838415
GCA_000268305.2 Streptococcus_canis
GCA_900471035.1 Allorhizobium_sp900473245
GCA_902764905.1 Ruminococcus_E_sp900316555
GCA_007990715.1 Nocardia_seriolae
GCA_000226495.3 Aggregatibacter_aphrophilus
GCA_003461525.1 CAG-127_sp900319515
GCA_000721365.1 Streptomyces_ardesiacus
GCA_003057675.2 Pantoea_eucrina
GCA_008271605.1 Pseudomonas_E_[prosekii,frederiksbergensis,sp001308855,sp012935755]
GCA_000026005.1 Ehrlichia_ruminantium
GCA_019067065.1 Paenarthrobacter_ureafaciens
GCA_018380715.1 Sellimonas_intestinalis
GCA_012516395.1 Dolichospermum_sp000312705
GCA_000509185.1 Eisenbergiella_tayi
GCA_013898335.1 Lelliottia_lapagei_A
GCA_000196015.1 Cupriavidus_metallidurans
GCA_900102385.1 Ga6A1_sp900102385
GCA_001665335.1 Mycobacterium_farcinogenes
GCA_000211495.1 Photobacterium_leiognathi
GCA_000508905.1 Hungatella_effluvii
GCA_008016455.1 Brachyspira_aalborgi
GCA_014650695.1 Streptomyces_[sp002080455,nojiriensis,sp003148825,virginiae,avidinii]
GCA_000188175.1 Phascolarctobacterium_A_succinatutens
GCA_000379925.1 Porphyromonas_A_levii
GCA_000798635.2 Photorhabdus_luminescens_B
GCA_000242955.1 Longicatena_caecimuris
GCA_000230995.3 Mesorhizobium_australicum
GCA_003436215.1 Blautia_A_sp003471165
GCA_001592205.1 Brevundimonas_vesicularis
GCA_902764615.1 CAG-791_sp900317475
GCA_905192535.1 CAG-180_sp000432435
GCA_001040725.1 Limosilactobacillus_mucosae
GCA_003675955.1 Streptomyces_rhizosphaericus
GCA_000146505.1 Fibrobacter_[sp900215325,elongatus,sp002210345,succinogenes,sp002394865,sp900177805]
GCA_001877035.1 Clostridium_AD_estertheticum
GCA_017644615.1 Prochlorococcus_A_sp001989455
GCA_902801495.1 UBA1217_sp902788805
GCA_002771855.1 Sulfurimonas_sp002781365
GCA_000022325.1 Caldicellulosiruptor_bescii
GCA_001433715.1 Alteromonas_[stellipolaris,naphthalenivorans,sp902506055]
GCA_001591565.1 Priestia_flexa
GCA_000185845.1 Prevotella_salivae
GCA_000304195.1 Bacteroides_finegoldii
GCA_000153885.1 Eubacterium_G_ventriosum
GCA_000210655.1 Roseburia_intestinalis
GCA_000178135.1 Lysinibacillus_capsici
GCA_018649125.1 NIOZ-UU100_sp013349825
GCA_000148485.2 Mobiluncus_mulieris
GCA_014163635.1 Pseudoalteromonas_rhizosphaerae
GCA_905205035.1 Acetatifactor_sp900066565
GCA_019355555.1 Rhizobium_sp007000325
GCA_000424345.1 Dorea_A_longicatena_B
GCA_000154225.1 Pauljensenia_[odontolytica,sp001838165,sp001072465]
GCA_000204035.1 Brevundimonas_diminuta
GCA_000411335.1 Faecalimonas_umbilicata
GCA_000154505.1 Clostridium_AP_scindens
GCA_000413935.1 Acinetobacter_colistiniresistens
GCA_001598675.1 Serratia_B_rubidaea
GCA_000709395.2 Mesorhizobium_[jarvisii,sp002295115]
GCA_002294725.1 Mesorhizobium_sp002294725
GCA_004022705.2 Mesorhizobium_sp004022705
GCA_019685215.1 Rhizobium_s__specI_v4_00877
GCA_009811615.2 Streptomyces_libani
GCA_000517745.1 Providencia_alcalifaciens_A
GCA_002890935.1 Pseudomonas_A_sp003205815
GCA_000008185.1 Treponema_B_denticola
GCA_002368625.1 Ruminococcus_E_sp900319655
GCA_019421645.1 RC9_sp900316045
GCA_009927865.1 UBA3064_sp002359635
GCA_903821675.1 CAJBEZ01_sp903952205
GCA_903845645.1 CAIRDP01_sp903877385
GCA_903855885.1 CAIYLH01_sp903884235
GCA_902770505.1 RUG626_sp900317385
GCA_000286335.1 Staphylococcus_A_vitulinus
GCA_902789045.1 RC9_sp900317925
GCA_001189575.1 Virgibacillus_pantothenticus
GCA_000271425.1 Acinetobacter_venetianus
GCA_002323235.1 Hydrogenovibrio_sp002779995
GCA_000300235.2 Thalassospira_xiamenensis
GCA_000214115.2 Kocuria_rhizophila
GCA_902790575.1 CAG-110_sp900315595
GCA_001578645.1 Akkermansia_sp001580195
GCA_015356855.1 Alcanivorax_sp002354605
GCA_000193395.1 Prevotella_denticola
GCA_901212595.1 Enterococcus_A_avium
GCA_900471875.1 Rhizobium_altiplani
GCA_902518455.1 Pelagibacter_sp003209915
GCA_000156655.1 Holdemanella_biformis
GCA_001650455.1 Plantibacter_cousiniae
GCA_014698705.1 Dolichospermum_flosaquae
GCA_016461855.1 Idiomarina_abyssalis
GCA_000164035.1 Achromobacter_spanius
GCA_009718435.1 Pseudoflavonifractor_sp014287675
GCA_905208145.1 Acetatifactor_sp900066365
GCA_000022685.1 Methylobacterium_extorquens
GCA_008930665.1 Corynebacterium_sp008930665
GCA_001655155.1 Mycobacterium_immunogenum
GCA_000161895.2 Lactobacillus_mulieris
GCA_002091675.1 Pseudomonas_B_luteola
GCA_000257585.1 Streptococcus_sp000187445
GCA_000015325.1 Acidovorax_A_citrulli
GCA_000599565.1 Trueperella_pyogenes
GCA_000230915.2 Paenibacillus_lactis
GCA_000145845.2 Pseudomonas_E_cannabina
GCA_000154845.1 Phocaeicola_[coprocola,sp900553715]
GCA_000720215.1 Streptomyces_[massasporeus,collinus,iakyrus,tibetensis,luteogriseus]
GCA_000379905.1 Rodentibacter_pneumotropicus
GCA_000216315.3 Leptospira_weilii
GCA_000786655.1 Kocuria_marina
GCA_000046685.1 Bartonella_quintana
GCA_000217835.1 Weizmannia_coagulans
GCA_905203725.1 Prevotella_copri_A
GCA_000283475.1 Ralstonia_solanacearum_A
GCA_002498385.1 Methanobacterium_C_sp002498385
GCA_001894945.1 Rhodococcus_ruber
GCA_000517665.1 Rhodococcus_aetherivorans
GCA_013358165.1 Streptomyces_lunaelactis
GCA_003481215.1 Ruminococcus_A_sp003011855
GCA_001050675.1 Vibrio_nigripulchritudo
GCA_000719475.1 Streptomyces_sp000213055
GCA_000196535.1 Mobiluncus_curtisii
GCA_016699815.1 Ferruginibacter_sp002381005
GCA_902765705.1 UBA1711_sp900317285
GCA_902799095.1 Prevotella_sp900315775
GCA_903838295.1 PALSA-747_sp903838295
GCA_903845935.1 Rhodoferax_sp903845935
GCA_903855995.1 UBA953_sp903855995
GCA_903819705.1 CAIRDP01_sp903887775
GCA_013283615.1 Rhizobium_lusitanum
GCA_000087965.1 Xanthomonas_albilineans
GCA_000711885.1 Chromobacterium_haemolyticum
GCA_000173875.1 Neisseria_mucosa_A
GCA_003544835.1 Aliarcobacter_skirrowii
GCA_905478375.1 UBA3442_sp002378565
GCA_000647675.1 Sulfitobacter_pontiacus
GCA_900105515.1 Streptomyces_[sp001905735,sp900105515]
GCA_900100595.1 Ruminococcus_E_sp900100595
GCA_001810365.1 Corynebacterium_coyleae
GCA_001766415.1 Exiguobacterium_aurantiacum_A
GCA_001636055.1 Pseudomonas_E_putida_B
GCA_003725615.1 Dickeya_fangzhongdai
GCA_000222625.2 Vibrio_chagasii
GCA_000314575.1 Brevibacterium_casei
GCA_000300135.1 Leuconostoc_carnosum
GCA_000195615.1 Bacteroides_clarus
GCA_003086895.1 Stenotrophomonas_sp003086795
GCA_009835365.1 WTFX01_sp009843525
GCA_009836215.1 Bin80_sp009838195
GCA_000349605.1 Kocuria_rosea
GCA_000759795.1 Pseudescherichia_[sp002298805,vulneris,sp002918705]
GCA_001571265.1 Cedecea_[neteri,sp000277545]
GCA_000348665.1 Deinococcus_wulumuqiensis
GCA_000230275.1 Acidaminococcus_intestini
GCA_004364065.1 Halanaerobium_congolense
GCA_004017055.1 Mesorhizobium_sp003952505
GCA_017357245.1 Rhizobium_bangladeshense
GCA_000021485.1 Acidithiobacillus_ferrooxidans
GCA_004011135.1 Rathayibacter_festucae
GCA_001606065.1 Thermoactinomyces_vulgaris
GCA_008764025.1 Siminovitchia_fortis
GCA_000270185.1 Melissococcus_plutonius
GCA_000023285.1 Capnocytophaga_ochracea
GCA_000158255.2 Fusobacterium_vincentii
GCA_000021265.1 Ureaplasma_urealyticum
GCA_003687505.1 Streptomyces_bikiniensis
GCA_002964915.1 Apibacter_sp002964915
GCA_000221305.2 Mycoplasmopsis_A_anatis
GCA_000221025.1 Acidithiobacillus_A_caldus
GCA_009993915.1 Shewanella_vesiculosa
GCA_001854205.1 Moorea_producens
GCA_000336495.1 Pseudoalteromonas_ruthenica
GCA_002393785.1 Intestinibaculum_porci
GCA_000299415.1 Microthrix_parvicella
GCA_903906445.1 Geothrix_sp903913215
GCA_903870875.1 Methylopumilus_A_sp903953055
GCA_903844845.1 SURF-27_sp903844845
GCA_903843305.1 Chlorobium_sp903843305
GCA_902788635.1 UBA1711_sp900317125
GCA_902800775.1 Succiniclasticum_sp900315925
GCA_003340385.1 Gordonibacter_urolithinfaciens
GCA_002112255.1 Pseudomonas_E_sp002113595
GCA_000018785.1 Acholeplasma_laidlawii
GCA_000154465.1 Alistipes_putredinis
GCA_018659645.1 g__specI_v4_01003_s__specI_v4_01003
GCA_018661505.1 GCA-002708315_s__specI_v4_01004
GCA_018649575.1 JAAZYX01_s__specI_v4_01005
GCA_000789395.1 Clostridium_baratii
GCA_000465325.1 Bradyrhizobium_sp003020075
GCA_003024675.1 Faecalibacillus_faecis
GCA_003435975.1 Eubacterium_F_sp003491505
GCA_001814885.1 Corynebacterium_minutissimum_A
GCA_000152245.2 Eubacterium_callanderi
GCA_000374385.1 Brevibacillus_B_laterosporus
GCA_000407245.1 Enterococcus_A_avium
GCA_900120035.1 Moritella_viscosa
GCA_001939785.1 Pseudochrobactrum_saccharolyticum
GCA_001465295.1 Pseudoalteromonas_nigrifaciens
GCA_000621925.1 Kandleria_vitulina
GCA_001652025.1 Ligilactobacillus_aviarius_B
GCA_013283035.1 Aliiroseovarius_crassostreae
GCA_013282965.1 Marinobacterium_sp013283365
GCA_000156375.1 Desulfovibrio_piger
GCA_001576535.1 Halomonas_aquamarina
GCA_000420345.1 Faecalicoccus_[pleomorphus,sp900546545]
GCA_000818035.1 Neisseria_elongata
GCA_009761375.1 Ursidibacter_maritimus
GCA_001591585.1 Niallia_circulans
GCA_000063545.1 Orientia_tsutsugamushi
GCA_001477295.1 Pseudomonas_B_rhizoryzae
GCA_001514515.1 Lelliottia_amnigena
GCA_001454945.1 Intestinimonas_butyriciproducens
GCA_000738435.1 Planktomarina_temperata
GCA_000297075.2 Pseudomonas_E_oleovorans
GCA_000702625.1 Exiguobacterium_A_oxidotolerans
GCA_000955865.1 Pseudomonas_E_[donghuensis,sp900101695,putida,wadenswilerensis]
GCA_016801775.1 Sulfitobacter_s__specI_v4_01035
GCA_000226755.2 Aggregatibacter_actinomycetemcomitans_A
GCA_015667565.1 Clostridium_saudiense
GCA_001182045.1 Mesosutterella_multiformis
GCA_000421805.1 Halorubrum_ezzemoulense
GCA_001570865.1 Rothia_kristinae
GCA_000725405.1 Dermacoccus_nishinomiyaensis
GCA_001688845.2 Muribaculum_intestinale
GCA_000816125.1 Rhizobium_sophoriradicis
GCA_014197345.1 Rhizobium_anhuiense
GCA_003602175.1 Legionella_C_taurinensis
GCA_900539435.1 CAG-217_sp000436335
GCA_000021705.1 Hamiltonella_defensa
GCA_001571365.1 Achromobacter_denitrificans
GCA_900115495.1 Enterovibrio_norvegicus
GCA_903869725.1 Fonsibacter_sp903869725
GCA_903923245.1 UBA1315_sp903827375
GCA_001434975.1 Lactobacillus_gallinarum
GCA_000411995.1 Amycolatopsis_[nivea,rubida,echigonensis,sp002796545]
GCA_902785315.1 Prevotella_sp900314935
GCA_001598755.1 Cupriavidus_necator
GCA_000963985.1 Pantoea_cancerogena_A
GCA_905187985.1 CAG-103_[sp900317855,sp000432375,sp900757655]
GCA_905203325.1 SFEL01_sp004557245
GCA_002738235.1 Campylobacter_D_sp002738235
GCA_900167285.1 Intestinibacter_bartlettii
GCA_000155575.1 Brevundimonas_mediterranea_A
GCA_003473525.1 CAG-81_sp900066785
GCA_018657215.1 GCA-2731375_s__specI_v4_01065
GCA_018673925.1 JABMPR01_s__specI_v4_01066
GCA_000300275.1 Thalassospira_tepidiphila
GCA_001641515.1 Achromobacter_insolitus
GCA_000464785.1 Planktothrix_rubescens_A
GCA_001864945.1 Frigoribacterium_[sp001421165,sp000878135,sp001424645]
GCA_018002795.1 g__specI_v4_01071_s__specI_v4_01071
GCA_016706425.1 g__specI_v4_01072_s__specI_v4_01072
GCA_000411615.1 Pseudomonas_E_guariconensis
GCA_013376735.1 Cobetia_amphilecti
GCA_914484835.1 Paraburkholderia_tropica
GCA_001637565.1 Janibacter_melonis
GCA_000520135.2 Rhodovulum_sulfidophilum
GCA_000165735.1 Anaeroglobus_micronuciformis
GCA_005843915.1 Leclercia_sp002902985
GCA_013791955.1 Propionicimonas_sp013791955
GCA_001421625.1 Sphingomonas_aerolata
GCA_900112995.1 Lachnospira_rogosae_A
GCA_001429285.1 Ensifer_sp001429285
GCA_000576385.2 Moorella_thermoacetica
GCA_000818015.1 Pseudomonas_A_balearica
GCA_000020665.1 Stenotrophomonas_maltophilia_L
GCA_002350225.1 Bulleidia_massiliensis_B
GCA_000341505.1 Edwardsiella_tarda
GCA_014647595.1 Paenarthrobacter_nicotinovorans
GCA_001908725.1 Xanthomonas_vesicatoria
GCA_000741375.1 Bifidobacterium_gallinarum
GCA_000467105.1 Pseudomonas_E_alcaligenes
GCA_003437375.1 Olsenella_B_sp000752675
GCA_004345045.1 Campylobacter_D_volucris
GCA_000633375.1 Myroides_odoratimimus
GCA_002736125.1 Pseudomonas_E_putida_M
GCA_001579905.1 Roseibium_aggregatum_A
GCA_000265365.1 Alistipes_finegoldii
GCA_000371765.1 Sphingomonas_aquatilis
GCA_000011585.1 Methanococcus_maripaludis
GCA_003141075.1 Bog-38_sp003139855
GCA_004283755.1 Pseudoxanthomonas_A_sp004284195
GCA_016791525.1 Staphylococcus_saccharolyticus
GCA_000530755.1 Wolbachia_sp000306885
GCA_000166515.1 Pseudomonas_E_fluorescens_C
GCA_000296715.2 Brevibacillus_[porteri,brevis,sp000282075]
GCA_008679345.1 UMGS1375_sp900066615
GCA_000959365.1 Burkholderia_oklahomensis
GCA_003177055.1 Sinorhizobium_fredii
GCA_003163095.1 Bog-515_sp003155135
GCA_003140595.1 Fen-455_sp003140595
GCA_002929655.1 Cryobacterium_sp002929845
GCA_905371805.1 Limosilactobacillus_vaginalis
GCA_000220625.1 Capnocytophaga_canimorsus
GCA_018644905.1 UBA3125_s__specI_v4_01115
GCA_903874045.1 UBA953_sp002470605
GCA_001485375.1 Pantoea_anthophila
GCA_903910745.1 CAINMN01_sp903910745
GCA_903916595.1 CAIRDP01_sp903916595
GCA_903846025.1 Polynucleobacter_sp903846025
GCA_002398105.1 UBA4844_sp002398105
GCA_902802465.1 Prevotella_sp900317305
GCA_009743995.1 Allorhizobium_vitis_B
GCA_019599145.1 Streptomyces_sp900114955
GCA_015062225.1 Campylobacter_sp002139875
GCA_000025925.1 Prevotella_ruminicola
GCA_003129975.1 Aggregatibacter_kilianii
GCA_002080395.1 Campylobacter_D_helveticus
GCA_018654575.1 HTCC2207_s__specI_v4_01131
GCA_018661275.1 g__specI_v4_01132_s__specI_v4_01132
GCA_000015705.1 Prochlorococcus_C_marinus_B
GCA_020137585.1 Campylobacter_E_s__specI_v4_01134
GCA_001294645.1 Pseudonocardia_[alni,sp001294645]
GCA_000175635.1 Corynebacterium_[aurimucosum,tuberculostearicum,sp900539985]
GCA_000008465.1 Idiomarina_loihiensis
GCA_000225345.1 Roseburia_hominis
GCA_000092985.1 Nocardiopsis_dassonvillei
GCA_000334015.1 Pseudomonas_E_poae
GCA_017976235.1 Pseudomonas_E_fluorescens_N
GCA_001654985.1 Kluyvera_ascorbata_B
GCA_000307375.1 Parabacteroides_johnsonii
GCA_005503115.1 Ralstonia_sp001078575
GCA_002939145.1 Ralstonia_mannitolilytica
GCA_905336995.1 Pseudomonas_E_[reinekei,sp001427125,fluorescens]
GCA_900468285.1 Agrobacterium_sp900468285
GCA_000720885.1 Streptomyces_albus
GCA_018691355.1 MedAcidi-G2B_sp012959995
